ID,Author,Comment
2250,@nestorbustamante3461,Felicitaciones a esa valiente fiscal q laburo muchas horas y no cedió a las tremendas presiones del poder Todo era defender al AMIGO q los miraba a los ojos y hacia conferencia prensa en el parlamento.... ambos deben terminar PRESOS PRESOOOOS
2251,@lauraramilo4568,Cero vergüenza; corruptos hasta las manos. Felicitaciones a la gente de Galeano que le dio voz a Papaso.
2252,@ReinosaDario,Es un alivio.  Ya estábamos en el límite de la credibilidad en la justicia.  Quedan jueces y fiscales honestos y valientes.  Creí que se habían extinguido.
2253,@MrsMicro84,Madrugó el señor Z! Me da cierto reconfort y sensación de justicia que el delincuente de Penades vaya preso
2254,@gustavomolinamendez2212,Mira que lo hacen trabajar al Sr. Zeta. No le dan descanso.
2255,@elrincondelderecho,"El Presidente de la República y el ministro del Interior no están a la altura de la circunstancia, representan al Estado, no a sus amigos."
2256,@carlosalvarez7754,"Gracias zintv por refrescar la memoria reciente , que los medios nos tratan de borrar permanentemente."
2257,@irmavazquez6035,la verdad que había perdido la fe en la justicia  pero esta fiscal tuvo ovarios para seguir contra todos
2258,@user-ml6mo1df8k,Lo únicos que alguna vez tuvieron dudas de la veracidad de las denuncias fueron los “amigos” que peculiar….
2259,@richardnoble6904,FELICITACIONES A TODAS LAS PERSONAS QUE ESTAN HACIENDO BIEN SU TRABAJO A PESAR DE LAS PRESIONES DEL GOBIERNO!!!
2260,@mojo8656,"Pobre Luisito, otro amigo que resulta ser tremendo bandido"
2261,@gabrielalcantaro91,"Lo que tendría que seguir es que el presidente le pida la renuncia a Heber, sería lo más lógico en un gobierno serio. Bueno, en un gobierno serio"
2262,@silvitaladas5951,"Hasta Lacalle Pou debería ir preso  por defender antes de la causa,ni q hablar Heber no?!..  pero claro....en Florida así la pasan bomba!!! Junto con Atesiano...de fiesta en fiesta....felicito a la fiscal Ghione!! Si fossati hubiera tenido un cachito de ética y profesionalidad como está fiscal otro gallo hubiera cantado."
2263,@gabrielvigo8955,Era hora que por lo menos uno este preso tendrían que acompañarlo unos cuantos mas
2264,@Beltrame72,Sin palabras Eso que dice Lacalle de “a quien le tengo que creer?” Es lamentable  Es triste que se lo dejen pasar gratuitamente en otros medios  Quien le pidió que tiene que creerle a alguien? Es tan ignorante o tan cínico?
2265,@p.s.a.,"Prisión ,como cualquier hijo de vecino,así tendría que ser ! JUSTICIA"
2266,@judiacosta7948,Pobre Luis se ha quedado sin esposa sin ministros sin jefe de seguridad y ahora amigo de treinta años . Barajar y dar de nuevo .
2267,@juancarlosducanbarbosa4705,"En toda actividad lo que diferencia a unos de otros es la ética,  la profesionalidad y la voluntad de hacer bien su trabajo sea cual sea, esta fiscal y su equipo es un ejemplo, muuyy distinto del ridículo que hizo la Fossati en el caso Astesiano"
2268,@raysoto2188,Che y los que salieron públicamente a desmentir todo esto. Tienen que ser juzgados!!!
2269,@Maria-ft9uz,"Escuchando de policías , jefes involucrados, pregunto , qué pasó con el adolescente de 17 años muerto a balazos que era otro de los acusadores o testigos, quién lo mató?"
2270,@SandraSanchez-gw9sd,Me quedo tranquila no todos los fiscales son corruptos y actúan con la impunidad que lo hizo Fossati
2271,@MrOrsiw,"La LUC que el votó dice que los delitos sexuales se pagan con cárcel. Pero como hemos visto en todo el proceso es protegido por ministros y el propio Presidente, así que capaz que por la presión o el sobre peso no va a prisión,  terrible el delincuente!!!"
2272,@walternunez9293,"En razón de la fuga de traficantes alegando temas de salud.el ministro dijo y recalco que el sistema carcelario tiene medios para que se puedan atender. Supongo que la juega tendrá esto en consideración para no darle tobilleras a penades, además está mente en la calle es capas de ultimar a las víctimas el solo echo de estar libre originaria más problemas xicoemosionales a las bictimas.( cárcel efectiva es lo que corresponde)"
2273,@verlalos,Es increíble la muy baja autocrítica y de aprendizaje que tienen las autoridades actuales de este país. No llama la atención ahora la no resolución del caso de la violación en la fiesta y otras cosas
2274,@ozurumi,Cuando van a entender que los 180 dias es de prisión preventiva mientras se procesa el caso. Buen video Z
2275,@p.s.a.,"Está, metido desde Heber y el director del comcar ,esto ya rebasa los límites!!"
2276,@silvianobel5013,"Me preocupa más, que los amigos no lo dejen solos. Porque "" los amigos son los amigos"""
2277,@albertotechera8983,Este gobierno tiene el delito qué se puedan imaginar....muy completos y cómo siempre derramando intelecto... gracias a los que los votaron...son responsables también...
2278,@nairbarrios5967,Vergüenza por parte de los políticos. !!!
2279,@esperanzaandrade5104,"Si son amigos de la.vida ,como dicen, deben saber bien en que andaba ' el amigo"" hay cosas que no se pueden icultar durante tanto tiempo"
2280,@federicobarboza3632,Juicio político al presidente ya!
2281,@Inteligencia-Humana,Lacalle Pou nunca termina de conocer a la gente. Sus amigos le ocultan cosas. Debe estar más desorientado que la Doris de Nemo. Pobrecito inocente de él.
2282,@erikfrndz7477,"ZETAAA SE TE ESCAPO LA TORTUGA!! No pusiste cuando termina de hablar y le.preguntan ""niega rotundamente??"" Y contesta ""NO!!"" JAJAJA "
2283,@carlosandresgentilealvarez9189,"No sólo abusaron de las víctimas sino que también quieren ensuciarlas inventando que han difamado, son impresentables totalmente"
2284,@Diego-ts6sl,Felicidades a la fiscal y a su equipo... un trabajo perfecto todavía ahí algún fiscal que hace el trabajo como debe de ser  marche preso violín
2285,@MLLA-qc6ng,"Hicieron lo imposible, por tapar y esconder las barbaridades que hizo este tipo. Y no pudieron.  Es imposible creer que sus ""amigos"", no estaban al tanto de tanta aberración. Hasta el Policía de Maldonado, debe sentir, de q por fin, se hizo justicia, después de ser pisoteado."
2286,@agustinolivera3335,"Los mejores cinco años , por favor que mafia!!! Dios nos libre de esto."
2287,@nildaangelamarquez,"Penadés, estaba tranquilo con que con las influencias que tenía, podía zafar con comodidad. Pero no lo pudieron ayudar porque ya sería demasiado, con lo de Astesiano, lo de Marset, lo del puerto, y todo lo demás a cuestas, ya era demasiado. Habrán dicho: tenemos que sacrificar a Penadés porque si no, nos vamos al tacho. Y allá marchó, a donde no se lo esperaba. Felicito a la fiscal, que no se amilanó frente al poder, que agrega su granito de arena para que podamos seguir creyendo en la justicia. Protegió a las víctimas contra viento y marea cuando todos esos buitres pedían verles las caras y saber sus nombres. Movieron influencias para salvar al degenerado a cómo diera lugar. El mismo Penadés usó sus recursos y conocimientos para tratar de salvarse, pero no lo logró. Los dos degenerados fueron a la cárcel, porque el tal Mauvecin es también un degenerado al servicio de otro degenerado, proveyendo víctimas al tal ex senador. Vaya uno a saber cuántas víctimas más habrá, que no se animaron a declarar, por miedo o por vergüenza. Ahora están en la cárcel de Florida. Penadés pide prisión domiciliaria y quizá la consiga, debido a sus amistades. Después aparecerá otro Mauvecin, que le lleve los menores a domicilio, porque el degeneramiento, no lo va a perder de un día para otro"
2288,@Marianela404,Presidente: estamos con hipotermia. Permítanos una frazadita
2289,@waldemarvaldez7129,Felicitaciones a Zin Tv. Tambien a HL QP. Por la difusion de las denuncias de Romina Celeste.
2290,@eldacastrocastro350,"Me imagino que irá a visitarlo, hace 30 años q lo conoce, no puede dejarlo ahora solo"
2291,@fabiangonzalezchiruchi36,Cuquito ...tenés unos amigos muy originales y ``dignos`` de ser defendidos...menos mal que son tus amigos....no quiero saber lo que son tus enemigos...
2292,@yolauno1,El Tiempo pone todo en su Lugar...
2293,@juangrido8910,Francamente lamentable. Ojalá quedé como antecedente para que respetar a los menores
2294,@nomientanmas2507,Ayy luchito se te agarraban el celular lo acompañabas 
2295,@user-vj3sn8xq1t,Mufasa tendría que pedir disculpas por respaldar a un violador.
2296,@mabeljuarez8319,Gracias a dios hay justicia
2297,@TheCrespo,"Con mucha suerte se come una domiciliaria... igual quiero creer que la justicia es igual para todos, pero en este pais está cada vez mas dificil de creer en esa utopía."
2298,@Tricolorbolso1,LOS MEJORES 5 AÑOS DE TU VIDA
2299,@user-em5xz5br8r,"Si fuese cualquier hijo de vecino ya estaria en el comcar, a este le dan un par de añitos en la casa y ya esta, es parte de la coorporacion politica manejan todo a su antojo."
2300,@eduardoc1580,El resumen que pudo haber hecho Telemundo
2301,@beaolivera758,Excelente resumen yp todas las personas q d una u otra forma no les temblo el pulso p hacer justicia grs zintv y nos refresca muchas cosas
2302,@GermanAndresVillar,Tanbien detenido el Director del Ex Comcar? Se fue todo al carajo
2303,@Silvana.L,Luis y sus amigos traicioneros 
2304,@CristinaOrsi-to7yo,"Asombro ! Tristeza,verguenza ajena por estos profesionales de baja estima,por mi una simple jubilada ,abuela que de solo pensar me da rabia por estos politiqueros y pensando en  los chicos pobres que tenemos en el Pais propensos a caer en éstas porquerías."
2305,@gabrielcapelorosadilla4897,El Señor Z madrugando y haciendo tarea. Todavia quedan 500 y pico de dias ...si habrá material aun!!!
2306,@ml2082,Esa es una verdadera fiscal!!!
2307,@totuskhanlife3934,"Y ahora parece que no puede estar preso porque tiene problemas de salud, ya sabíamos todos que iban a aparecer los temas de salud  y en el peor de los casos una cárcel VIP "
2308,@jorgedaluz5387,"Desgraciadamente no es el único,dentro del partido nacional hay varios como éste,el gran problema que tenemos en Uruguay es el periodismo que no investiga nada . Lanata quiso en su momento hacerlo y lo corrieron"
2309,@albanieves3348,El Senador y el Profesor a los Tiburones!!! ellos  sí harán  justicia 
2310,@anamariaataycuenca8999,La justicia trabajo muy bien . Es un tema personal que está persona abuso de su poder político.
2311,@juliomoreira5218,Que lindo país tenemos
2312,@casafardo,Porque no pusieron esa fiscal para el caso Astesiano?
2313,@marcelonunez8666,Techera!! Que nunca nos falte
2314,@sinnombre9368,"Usar el poder político para acomodar, defender, y privilegiar a su gente afín...blancos siendo blancos."
2315,@fernandoreinoso1986,Lacalle y Heber intocables....
2316,@jorgepintos4304,"Los 5 mejores años .... presidente adicto, ministro alcoholico encubridor, senador violador, Argimon con """" cuidate sos jóven"""", Bianchi marcando periodistas """"es ése """""
2317,@elnacho3174,Hay que hacer pancartas y volantes con la lista de delitos de Penades si resulta condenado para la campaña de 2024
2318,@ramonberrey2150,Una joyita
2319,@albanieves3348,Muy fuerte la Corrupción hasta la policía...ya no se puede confiar en nadie? Si fueran sus hijos o hijas??
2320,@Veronica-qr4xt,Gracias ZinTV.  Grandes siempre!
2321,@javierperezperez8646,"3 minutos dura el informe, cada vez menos. Z no podés negar que sos uruguayo. El mínimo esfuerzo."
2322,@fernandoibanez8719,Este gobierno está hasta las manos de corrupción
2323,@apolo1881,"Zin TV haciendose el caldo gordo con Penades, Sartori y Astesiano pero jamás los vi haciendo un videíto de Gerardo Nuñez, Cendoya, ni siquiera de Sendic, se ve que miran las cosas cuando les conviene, yo me pregunto : eso no es incitación de odio tambien? Porque el que no es perteneciente la FA jamás va a votar al Fa por ver éstos videitos, al contrario!."
2324,@mma1955,Lo van a soltar en un rato . Pero me parece lo más justo si cometió un delito q pague como cualquier ciudadano
2325,@charliepasos7676,Los caballeros de la cama redonda!! Impecable zintv
2326,@pendondato,Esperaba con ansias a #zintv 
2327,@aguarzaguet.gestaltcoach,"""Sería un mal amigo si no le creo"" by luish"
2328,@pabloandrescastroportillo8117,Como disfruto este video gracias gracias Zin TV x todo lo que nos das
2329,@martasanchez5877,Que vergüenza el presidente y el ministro del interior hacer declaraciones de ese tipo.deberian guardar silencio
2330,@josefinafuentes8408,Grande Carlos Techera Excelente trabajo
2331,@nataliasilvera2994,Que dios se apiade de el
2332,@NachoJoker,todos los que lo apoyaron deberían ir presos
2333,@amaliag.delpuerto4673,QUÉ VERGÜENZA!!! ️
2334,@Maria-ft9uz,Después piden confiar en la policía...
2335,@user-oi5ui1tp5i,"El alcanse del mal no tiene fin es inreparable no lo paga ni con carcel ni plata el daño es para toda la vida pero bueno asi estamos ya queda menos pueblo ,porfavor no le echen la culpa al frente o al antel arena cada semana es peor ya no se sabe que va pasar y la inseguridad es brutal"
2336,@jorgeacosta4315,Tienen que embargarle todo al violador y dárselo a las víctimas
2337,@susanabalbuena7870,Se probó ante la Justiicccciiiiiaaaa....preso yaaaaaa...una mancha xra los multifrutas...
2338,@leidyperrone5085,Pero esa preventiva es para seguir investigando??? Xq se supone q luego se los procesos con prisión??
2339,@mariasilveira6509,Por fin Justicia ! ojo ahora no se les escape jjje !!o lo suelten  por  supuesta enfermedad jjje
2340,@rodrigocardozo6423,"Cada ves que usan la misma receta de dar una conferencia al otro día, es cuestión de esperar y terminan en cana. Bueno preso no terminan porque no hay una fuerza política que los descrimine por violador o ladrones en todos los micrófonos."
2341,@user-qu6ys3dx3z,"Lo que da miedo y verguenza ajena son las declaraciones del ""sr. Presidente"" ""es un amigo"".....como es el dicho? Dime con quien andas y te dire quien eres? Todos corruptos, de la misma calaña."
2342,@teresacasana4738, detirenlos para rl Conmcar para que se diviertan los presos  asi cienten el terror que sintieron las victimas
2343,@hugorivero8347,"Y estos personajes son los que dirigen nuestro país,  vayan a saber lo que no hacen estos políticos de mierda..."
